timestamp,acok_n_signal_vdc,acoustic_noise_db,ambient_temp_c,axis_calib_position_deg,axis_drop_motors_off_mm,bearing_grease_interval_h,bearing_temp_c,bleeder_temp_c,brake_coil_current_a,brake_coil_resistance_ohm,brake_holding_torque_nm,brake_release_ok,brake_release_voltage_vdc,breaker_f5_ok,breaker_f6_ok,cabinet_ambient_temp_c,cabinet_input_voltage_vac,cabinet_rated_voltage_vac,cable_insulation_resistance_mohm,connector_torque_nm,contactor_k41_coil_vdc,contactor_k41_contact_vac,contactor_k41_resistance_ohm,control_module_supply_vdc,cooling_fan_ok,cpu_led_ok,cpu_load_pct,cross_connection_count,drive_module_led_ok,drive_module_psu_output_vdc,drive_module_supply_vdc,drive_module_terminal_voltage_vac,drive_module_x1_input_vac,drive_motor_temp_c,dsqc604_dcok_led_ok,dsqc604_input_vac,dsqc604_output_current_a,dsqc604_output_vdc,dsqc661_dcok_led_ok,dsqc661_input_vac,dsqc661_output_vdc,dsqc662_connected,dsqc662_input_vdc,dsqc662_status_led,duty_cycle_pct,earth_fault_current_ma,earth_fault_f4_ok,emi_level_dbuvm,ethernet_axc_led_ok,ethernet_link_ok,ethernet_packet_loss_pct,ethernet_ping_ms,event_log_error_count,fieldbus_msg_rate,flexpendant_connected,flexpendant_current_a,flexpendant_power_led_ok,flexpendant_supply_vdc,fuse_f2_ok,fuse_f6_ok,fuse_q1_ok,gearbox_oil_level_mm,gearbox_oil_temp_c,gearbox_surface_temp_c,input_filter_output_vac,intermittent_error_rate,io_bus_load_pct,io_update_interval_ms,joint_backlash_arcmin,joint_contact_resistance_ohm,load_insulation_resistance_mohm,main_computer_supply_vdc,main_switch_on,mains_frequency_hz,mains_phase_ok,mains_voltage_vac,oil_stain_area_cm2,parallel_bar_deviation_mm,program_cycle_time_ms,rapid_instruction_count,service_outlet_current_a,service_outlet_voltage_vac,switch_q12_closed,system_power_led_ok,tcp_orientation_error_deg,tcp_position_error_mm,temp_variation_rate_c_h,tool_load_kg,transformer_primary_vac,transformer_secondary_vac,transformer_t1_primary_vac,transformer_t1_secondary_vac,usb_connected,vibration_rms_mm_s,voltage_after_f6_vac,voltage_after_main_switch_vac,voltage_after_q12_vac,voltage_after_q1_vac,voltage_before_f6_vac,voltage_before_fuse_vac,voltage_before_q1_vac,voltage_deviation_pct
2026-04-06T04:55:00+00:00,0.0393,53.8238,23.7412,-0.0277,0.4323,52.9429,49.4851,51.5619,0.4620,19.5163,8.7716,1.0000,23.6317,1.0000,1.0000,31.5107,225.8658,230.0000,845.2692,2.5391,24.1809,0.1719,0.0497,23.8000,1.0000,1.0000,43.9764,9.0000,1.0000,24.5667,24.5001,0.0000,222.5398,38.3336,1.0000,234.1227,1.8071,24.1160,1.0000,221.3717,23.5805,1.0000,25.5612,1.0000,74.6653,1.0363,1.0000,26.6669,1.0000,1.0000,0.0000,3.0080,0.6521,51.9976,1.0000,0.7855,1.0000,23.4238,1.0000,1.0000,1.0000,-0.6649,49.6115,45.7404,226.7350,0.2445,30.4982,50.2480,0.7343,0.0070,547.1068,24.7220,1.0000,50.0760,1.0000,218.5815,0.0000,0.0422,17.4241,150.5003,3.0334,233.4490,1.0000,1.0000,0.0133,0.1628,0.3447,4.9589,220.7181,23.7202,224.8169,41.1421,1.0000,1.2714,229.0992,218.2388,219.8966,238.3348,237.5931,224.6303,222.2956,-1.5186
2026-04-06T05:00:00+00:00,0.0379,57.0128,19.7502,0.0360,0.3010,53.0263,37.6514,58.4304,0.3983,20.0902,8.4627,1.0000,23.9562,1.0000,1.0000,28.2794,238.7249,230.0000,680.8269,2.9614,24.0542,0.1568,0.0586,23.8940,1.0000,1.0000,85.0681,12.0000,1.0000,24.0586,23.4489,0.0000,217.7825,40.5016,1.0000,249.9776,1.3497,24.2512,1.0000,219.1637,23.0709,1.0000,25.5021,1.0000,55.5146,2.7112,1.0000,25.9501,1.0000,1.0000,0.1731,2.1573,0.3062,32.4650,1.0000,0.8279,1.0000,24.3169,1.0000,1.0000,1.0000,0.1450,47.0315,45.4569,242.1668,0.1005,24.5225,50.2910,0.9913,0.0090,434.1936,24.7790,1.0000,50.0255,1.0000,235.6799,0.0000,0.0835,23.3412,135.9733,2.7455,223.0249,1.0000,1.0000,0.0353,0.1050,0.6222,5.0272,223.0763,23.1908,223.1099,42.8593,1.0000,1.3265,235.3188,242.8497,225.1750,231.3659,228.7754,232.1399,239.1678,-0.5983
2026-04-06T05:05:00+00:00,0.0607,54.1411,51.9101,-0.0490,0.2923,53.1097,41.1172,51.2306,0.3586,20.8509,8.7603,1.0000,24.5699,1.0000,1.0000,28.4741,225.7852,230.0000,671.2188,2.4513,24.6422,0.2077,0.0517,23.5645,1.0000,1.0000,48.2275,14.0000,1.0000,24.5794,24.8826,0.0000,225.0353,40.9829,1.0000,232.7709,1.0934,23.2372,1.0000,235.7411,23.5447,1.0000,26.0086,1.0000,74.3763,2.8480,1.0000,27.7445,1.0000,1.0000,0.0872,3.2998,0.2435,36.4724,1.0000,0.7107,1.0000,23.7632,1.0000,1.0000,1.0000,0.4490,49.2082,41.2420,228.2245,0.0908,21.4004,50.7250,0.7863,0.0128,468.6528,24.3342,1.0000,50.0515,1.0000,230.5059,0.0000,0.0242,17.9302,146.8281,2.8685,227.8626,1.0000,1.0000,0.0592,0.0737,1.2968,5.0728,227.7137,24.2722,220.3953,43.3126,1.0000,0.8786,223.0899,237.7707,231.9486,229.3115,224.5278,235.9570,220.7532,1.9964
2026-04-06T05:10:00+00:00,0.0398,47.0174,21.2022,0.0109,0.1957,53.1931,30.8704,48.9902,0.4097,20.5184,8.2084,1.0000,23.4207,1.0000,1.0000,25.2349,228.0830,230.0000,687.7336,2.4516,24.6085,0.1301,0.0361,23.9289,1.0000,1.0000,50.9694,9.0000,1.0000,24.7597,24.7707,0.0000,234.7456,38.1407,1.0000,225.5731,1.3065,23.3810,1.0000,231.6467,23.6589,1.0000,24.8630,1.0000,66.9394,1.2654,1.0000,27.0300,1.0000,1.0000,0.0000,1.9157,0.2324,31.1675,1.0000,0.7778,1.0000,23.7851,1.0000,1.0000,1.0000,-0.6583,43.0226,36.7654,210.5756,2.5694,19.2173,48.8552,1.0508,0.0130,510.2091,24.7472,1.0000,49.9671,1.0000,221.0993,0.2044,0.0342,21.6120,132.1771,2.5687,234.7564,1.0000,1.0000,0.0630,0.2066,0.7990,5.0012,239.7732,25.7711,223.9300,42.6951,1.0000,0.8888,229.5847,241.0493,234.1617,238.9398,211.8765,227.1821,234.3426,-1.1569
2026-04-06T05:15:00+00:00,0.0477,53.1694,23.5171,0.0087,0.1171,53.2764,39.9247,49.3709,0.4061,20.9624,8.9840,1.0000,23.9283,1.0000,1.0000,27.0990,233.5575,230.0000,883.0796,2.7035,24.2579,0.1466,0.0530,24.6682,1.0000,1.0000,53.7697,6.0000,1.0000,24.0407,23.5798,0.0000,225.9176,46.3411,0.0000,218.6886,1.4171,23.8996,1.0000,221.8153,24.2650,1.0000,26.6537,1.0000,65.1674,1.1488,1.0000,25.4208,1.0000,1.0000,0.0064,2.3482,0.1875,34.3552,1.0000,0.7481,1.0000,23.7645,1.0000,1.0000,1.0000,-0.3681,94.1121,37.6169,228.5995,0.3631,24.0596,50.3403,0.8944,0.0050,577.1525,24.0729,1.0000,50.0427,1.0000,221.0640,0.0565,0.0266,21.1215,142.0098,3.5983,222.2736,1.0000,1.0000,0.0589,0.1152,0.5587,4.9636,235.3354,24.5627,228.7976,44.3901,1.0000,0.9042,217.3627,239.8963,232.0561,237.5183,234.6553,228.0871,218.9780,0.9163
2026-04-06T05:20:00+00:00,0.0575,56.0366,21.2810,-0.0231,0.4365,53.3598,38.9244,46.7170,1.1197,20.1184,8.7766,1.0000,23.6156,1.0000,1.0000,29.3390,230.6948,230.0000,916.3734,1.9981,24.4576,0.1358,0.0409,23.7857,1.0000,1.0000,46.0979,14.0000,1.0000,23.8488,24.0349,0.0000,227.7023,49.6216,1.0000,218.2298,1.7722,24.2868,1.0000,229.5275,24.2940,1.0000,24.7788,1.0000,59.8415,1.6718,1.0000,27.5602,1.0000,1.0000,0.0000,2.4925,0.0000,39.9839,1.0000,0.6737,1.0000,24.2107,1.0000,1.0000,1.0000,0.1769,47.0023,62.8194,230.9311,0.2328,28.4036,50.0172,1.2341,0.0103,535.7446,24.3665,1.0000,49.9454,1.0000,227.6831,0.2007,0.0506,16.7085,141.3533,3.2397,237.9760,1.0000,1.0000,0.0290,0.2095,-0.1805,5.0455,228.9109,23.3777,230.7115,44.0601,1.0000,1.2026,230.2179,248.2504,230.3261,224.9234,236.9583,229.7869,236.3333,1.1451
2026-04-06T05:25:00+00:00,0.0759,55.2015,18.0042,-0.0171,0.1279,53.4432,44.5492,54.4108,0.4233,19.5924,8.8070,1.0000,23.8174,1.0000,1.0000,30.8373,232.6324,230.0000,825.5436,2.4733,23.6219,0.1394,0.0515,24.4635,1.0000,1.0000,22.3041,8.0000,1.0000,24.0318,24.8212,0.0000,218.1144,46.5032,1.0000,230.0756,1.7072,23.7853,1.0000,221.1554,23.9776,1.0000,25.3022,1.0000,66.1075,2.3789,1.0000,34.6898,1.0000,1.0000,0.2361,1.9383,1.0495,49.7501,1.0000,0.8562,1.0000,23.2630,1.0000,1.0000,1.0000,0.8082,35.7423,47.5091,211.9419,0.1999,26.4253,51.6312,1.2142,0.0100,537.4254,24.5879,1.0000,50.0445,1.0000,241.5162,0.1017,0.0571,63.1704,153.2786,2.9148,227.5616,1.0000,1.0000,0.0516,0.2209,1.0577,5.0199,232.1272,24.8176,228.1281,42.5557,1.0000,0.8356,238.4510,222.8451,226.9913,238.2869,235.1437,242.0192,236.9731,-1.6194
2026-04-06T05:30:00+00:00,0.0437,54.3735,21.0147,0.0060,0.1055,53.5266,39.4276,58.8388,0.3637,20.1323,8.8396,1.0000,24.3641,1.0000,1.0000,25.4368,224.3531,230.0000,770.0431,2.3545,24.3843,0.1761,0.0440,23.6130,1.0000,1.0000,25.8253,7.0000,1.0000,23.9545,24.5918,0.0000,224.5040,47.9258,1.0000,233.7587,1.4912,23.3468,1.0000,236.3638,24.3553,1.0000,25.0571,1.0000,60.7300,2.3599,1.0000,23.7542,1.0000,1.0000,0.1906,2.5014,1.0353,38.5630,1.0000,0.8950,1.0000,23.8988,1.0000,1.0000,1.0000,0.1019,51.7264,40.0918,239.2042,0.2100,29.2132,48.6901,1.3241,0.0109,507.5279,23.9972,1.0000,50.0086,1.0000,228.2088,0.0000,0.0473,19.5705,132.8784,2.8960,244.9795,1.0000,1.0000,0.0402,0.1606,0.9030,5.0610,225.8573,23.7720,213.7456,40.9434,1.0000,1.6075,230.4845,224.5100,240.7729,218.5558,213.7614,232.6134,216.8030,-1.2651
2026-04-06T05:35:00+00:00,0.0286,54.2577,20.9371,-0.0016,0.3363,53.6099,41.8040,67.7516,0.4285,18.9367,8.5499,1.0000,23.9661,1.0000,1.0000,29.5993,222.1597,230.0000,628.1172,2.2558,22.8700,0.2531,0.0479,24.3642,1.0000,1.0000,43.0576,12.0000,1.0000,23.2047,23.8384,0.0000,226.8143,49.1340,1.0000,220.2033,1.5933,23.6680,1.0000,231.9202,25.2299,1.0000,25.5283,1.0000,82.2489,2.8108,1.0000,30.5224,1.0000,1.0000,0.1994,2.1642,0.7616,33.0531,1.0000,0.8812,1.0000,24.4705,1.0000,1.0000,1.0000,-0.1914,44.7183,42.0399,225.0754,0.0622,16.0084,49.0677,0.9008,0.0125,503.7316,24.0341,1.0000,50.0277,1.0000,219.6283,0.1139,0.0761,23.5145,136.3620,3.6360,230.4739,1.0000,1.0000,0.0352,0.1336,0.3451,5.0138,230.9636,24.9896,240.8646,40.3494,1.0000,1.6564,234.9806,226.6034,235.3334,233.1709,221.3197,226.5999,233.1004,1.6034
2026-04-06T05:40:00+00:00,0.0360,57.7795,16.9749,-0.0189,0.1090,53.6933,37.4801,58.7733,0.4458,19.7486,8.5716,1.0000,24.2246,1.0000,1.0000,27.9325,223.8875,230.0000,678.4010,2.2115,24.0142,0.2309,0.0504,24.0008,1.0000,1.0000,8.4900,13.0000,1.0000,24.7452,24.3909,0.0000,234.4326,43.5864,1.0000,231.5316,1.3582,23.5519,1.0000,225.0688,23.9431,1.0000,25.5096,1.0000,62.4189,2.9032,1.0000,25.1146,1.0000,1.0000,0.1948,1.1908,0.2876,40.3984,1.0000,0.7992,1.0000,23.4021,1.0000,1.0000,1.0000,-0.1983,43.3540,45.4197,232.2671,0.3135,79.5243,51.3070,1.1020,0.0096,493.9937,24.4482,1.0000,49.9412,1.0000,228.3044,0.0884,0.0442,23.8245,149.2013,3.3497,241.7669,1.0000,1.0000,0.0678,1.1199,0.5610,4.9993,230.5060,24.5808,237.4967,41.5119,1.0000,0.9662,231.8850,226.4062,238.1117,232.3550,233.3177,244.1572,232.5289,-1.3886
2026-04-06T05:45:00+00:00,2.5247,55.3295,23.3323,0.0209,0.2921,53.7767,44.8527,50.7778,0.3607,20.0492,7.9926,1.0000,23.9804,1.0000,1.0000,29.1038,226.3270,230.0000,772.7434,2.9209,24.5380,0.2562,0.0573,24.1690,1.0000,1.0000,35.1296,7.0000,1.0000,24.1180,25.4387,0.0000,218.4431,42.8749,1.0000,220.9364,1.9177,23.1722,1.0000,225.9969,23.8881,1.0000,25.5848,1.0000,54.0336,2.2551,1.0000,23.6338,1.0000,1.0000,0.1373,2.5621,0.7528,38.4710,1.0000,0.7036,1.0000,24.0830,1.0000,1.0000,1.0000,0.3641,49.3092,39.9910,228.4407,0.2813,25.6670,49.2299,0.7936,0.0042,537.5600,24.3103,1.0000,49.9552,1.0000,228.1182,0.0000,0.0489,19.2003,154.6648,2.6109,238.2640,1.0000,1.0000,0.0218,0.1999,0.3361,5.0497,236.6845,21.8809,233.0757,42.9490,1.0000,1.2250,226.0641,230.8484,227.0926,237.9335,242.3201,230.0773,234.8510,-0.0862
2026-04-06T05:50:00+00:00,0.0598,81.0385,21.3330,0.0123,0.5863,53.8600,42.0289,60.2592,0.4099,20.4031,8.6133,1.0000,23.2385,1.0000,1.0000,25.5236,228.4180,230.0000,966.3764,2.4881,23.4824,0.1695,0.0445,24.0034,1.0000,1.0000,30.8559,6.0000,1.0000,23.4417,24.0505,0.0000,226.8604,51.0622,1.0000,223.6216,1.7426,25.0677,1.0000,226.8316,23.5965,1.0000,25.6333,1.0000,74.6936,2.5682,1.0000,23.6448,1.0000,1.0000,0.1868,2.0139,0.5495,40.1972,1.0000,0.7634,1.0000,23.6969,1.0000,1.0000,1.0000,-0.1510,51.4553,42.2667,221.1104,0.1100,17.4185,51.0625,1.1812,0.0106,519.0547,23.6374,1.0000,50.0299,1.0000,211.3915,0.0425,0.0302,75.1137,159.3656,2.2738,225.7834,1.0000,1.0000,0.0662,0.1495,0.5404,4.9357,236.6735,23.2771,243.1617,44.3016,1.0000,1.4888,228.7121,226.6197,213.9353,232.6290,229.6167,215.6803,232.5202,3.0600
2026-04-06T05:55:00+00:00,0.0615,56.9402,26.6799,-0.0331,0.3057,53.9434,42.7846,59.1283,0.3466,21.7246,8.5548,1.0000,22.8143,1.0000,1.0000,29.1036,237.1572,230.0000,817.3358,2.3355,24.1025,0.0994,0.0221,24.3080,1.0000,1.0000,40.6566,7.0000,1.0000,23.0076,23.6963,0.0000,237.4990,38.6685,1.0000,234.3591,1.5107,24.5918,1.0000,222.5824,24.1530,1.0000,26.1663,1.0000,68.9011,3.6887,1.0000,25.2817,1.0000,1.0000,0.0000,2.3894,0.0764,52.7984,1.0000,0.8815,1.0000,23.8062,1.0000,1.0000,1.0000,0.3873,47.8770,44.3987,222.6135,0.2140,16.8439,49.8566,0.8593,0.0080,491.4899,22.9503,1.0000,49.9526,1.0000,229.6254,0.0920,0.0565,23.9009,150.6296,2.8867,221.0183,1.0000,1.0000,0.0571,0.2496,0.6775,5.0180,233.4084,24.6800,223.2562,42.5260,1.0000,1.3324,238.1398,221.7921,237.0382,228.3125,237.5315,220.4309,223.3600,1.4697
2026-04-06T06:00:00+00:00,0.0626,50.6643,19.7675,0.0235,0.0200,54.0268,40.0942,54.2027,1.1815,19.0186,8.4963,1.0000,23.6595,1.0000,1.0000,30.4732,230.6027,230.0000,610.3847,2.4410,24.2169,0.1701,0.0404,22.7676,1.0000,1.0000,28.1115,5.0000,1.0000,22.8828,24.0828,0.0000,226.9289,46.5871,1.0000,224.8414,1.4853,23.0517,1.0000,239.2459,24.5460,1.0000,25.5799,1.0000,58.2429,0.2383,1.0000,15.3711,1.0000,1.0000,0.0989,2.7640,3.6483,36.9382,1.0000,2.0882,1.0000,24.7945,1.0000,1.0000,1.0000,0.3931,51.2412,43.4908,223.5479,0.1774,19.0580,48.2074,0.9458,0.0061,497.8280,23.9157,1.0000,50.0232,1.0000,228.4066,0.0000,0.0625,22.9188,146.7145,3.1323,230.7840,1.0000,1.0000,0.0503,0.1724,0.7920,4.9545,227.4998,24.1092,243.0246,43.4726,1.0000,1.2270,234.9451,223.9664,232.4594,228.8576,222.8626,233.8518,228.5011,0.1278
2026-04-06T06:05:00+00:00,0.0426,54.2148,14.4849,-0.0423,0.2990,54.1102,37.7121,49.7986,0.4506,21.5844,8.8330,1.0000,24.6448,1.0000,1.0000,29.0851,233.3437,230.0000,841.8561,2.8146,23.3587,0.2564,0.0513,23.3185,1.0000,1.0000,46.2074,9.0000,1.0000,24.3698,24.1183,0.0000,215.4026,46.0975,1.0000,239.0396,1.6403,23.0774,1.0000,238.0257,23.7607,1.0000,26.2081,1.0000,75.4176,1.2857,1.0000,20.9371,1.0000,1.0000,0.1764,2.1504,0.0781,38.1710,1.0000,0.6855,1.0000,23.2078,1.0000,1.0000,1.0000,0.3813,45.0236,44.1672,237.4911,0.2874,27.0202,51.2495,1.2253,0.0117,505.6961,22.9935,1.0000,49.9316,1.0000,234.8038,0.0000,0.0293,15.5646,152.1178,2.1429,225.9798,1.0000,1.0000,0.0254,0.1262,0.3893,4.9689,235.1186,23.2629,223.3400,41.6909,1.0000,1.3984,225.7386,227.9731,231.2617,248.5834,231.4292,217.7371,241.4861,1.2611
2026-04-06T06:10:00+00:00,0.0517,55.0158,54.9061,-0.0230,0.0000,54.1935,41.5698,46.3317,0.3784,20.4374,8.1141,1.0000,24.5923,1.0000,1.0000,24.2816,230.9770,230.0000,836.9802,2.4670,24.8129,0.1803,0.0618,24.2002,1.0000,1.0000,49.2237,9.0000,1.0000,23.7029,23.7482,0.0000,238.8263,39.7134,1.0000,225.9678,1.4886,23.6131,1.0000,227.2313,23.8123,1.0000,24.6073,1.0000,49.9905,2.2852,1.0000,32.4666,1.0000,1.0000,0.1776,1.9285,1.1576,38.0586,1.0000,0.8125,1.0000,24.3675,1.0000,1.0000,1.0000,0.2623,55.0628,43.3846,228.9820,0.4309,30.4802,49.0602,1.0152,0.0122,471.8438,23.5243,1.0000,50.0424,1.0000,242.7578,0.0000,0.0780,21.6376,130.2407,2.1267,240.9001,1.0000,1.0000,0.0501,0.1652,0.8617,5.0190,229.3654,23.5438,231.6473,42.7847,1.0000,1.4580,220.4264,237.8957,226.0851,230.5702,228.1048,233.4366,222.3561,-0.0839
2026-04-06T06:15:00+00:00,0.0797,55.0939,19.4187,0.0074,0.0000,54.2769,38.1789,50.8696,0.3749,17.6225,8.5102,1.0000,23.7586,1.0000,1.0000,31.8356,222.3035,230.0000,774.1274,2.8377,24.2306,0.1989,0.0530,23.0191,1.0000,1.0000,21.0803,5.0000,1.0000,23.7816,24.2120,0.0000,235.0708,51.2314,1.0000,237.6551,1.1357,23.2851,1.0000,227.8299,23.7496,1.0000,24.3860,1.0000,79.3405,0.2672,1.0000,20.9093,1.0000,1.0000,0.0789,2.0762,0.5627,31.6364,1.0000,0.7968,1.0000,23.7706,1.0000,1.0000,1.0000,0.1317,50.4131,39.3046,226.3991,0.1437,22.6757,50.4411,0.9152,0.0119,413.4314,23.5803,1.0000,49.9384,1.0000,237.7733,0.0000,0.0709,20.3038,159.2728,2.7987,228.2967,1.0000,1.0000,0.0576,0.1133,0.1151,5.0125,222.5348,22.6275,221.2105,43.0374,1.0000,1.3514,231.4272,226.0304,227.5980,234.1198,238.1944,224.6182,232.2277,1.5273
2026-04-06T06:20:00+00:00,0.0704,54.5648,20.0124,0.0113,0.0675,54.3603,38.9800,55.4529,0.3979,21.2537,8.3790,1.0000,24.3276,1.0000,1.0000,26.2565,230.1192,230.0000,7.6995,2.2810,22.7933,0.1893,0.0600,23.7453,1.0000,1.0000,45.9972,5.0000,1.0000,24.2343,23.3979,0.0000,235.9988,51.6746,1.0000,245.6300,1.8067,25.1437,1.0000,222.2518,23.4476,1.0000,25.5648,1.0000,63.0364,4.2096,1.0000,30.8713,1.0000,1.0000,0.0189,1.2696,0.0593,48.6795,1.0000,0.7656,1.0000,23.7467,1.0000,1.0000,1.0000,-0.1071,41.7972,43.8630,223.5512,0.2567,26.4276,49.7795,1.0036,0.0118,468.2931,23.7271,1.0000,50.0276,1.0000,228.1447,0.1105,0.0802,17.5302,139.0808,3.3788,227.9272,1.0000,1.0000,0.0456,0.1054,0.4301,4.9445,227.2173,23.9364,230.1014,39.5057,1.0000,1.0570,225.9850,235.5888,225.8666,216.0540,226.2751,238.1262,237.9437,-3.0694
2026-04-06T06:25:00+00:00,0.0599,53.3425,22.3664,-0.0003,0.5903,54.4437,42.0193,61.9582,0.3976,19.9049,8.7147,1.0000,24.3882,1.0000,1.0000,27.1479,230.9024,230.0000,750.0849,2.7990,24.0653,0.2349,0.0516,23.9739,1.0000,1.0000,22.6502,9.0000,1.0000,23.7523,23.6805,0.0000,217.9679,49.4826,1.0000,224.8548,1.7337,23.6149,1.0000,228.8917,24.0644,1.0000,25.6668,1.0000,44.0487,2.0045,1.0000,27.1952,1.0000,1.0000,0.1547,1.9258,0.4409,51.8550,1.0000,0.8020,1.0000,23.4665,1.0000,1.0000,1.0000,0.9916,51.5160,42.6182,238.2534,0.2608,26.1139,48.7750,1.3179,0.0112,559.3952,24.3938,1.0000,50.0313,1.0000,222.3650,0.0304,0.0869,20.9005,167.0156,3.1079,220.3683,1.0000,1.0000,0.0726,0.2118,0.3872,4.9825,230.5832,25.5917,232.6645,41.4791,1.0000,1.4290,228.7757,220.8832,230.3117,224.2912,241.5714,231.1558,223.1638,-0.2089
2026-04-06T06:30:00+00:00,0.0521,53.2273,15.4859,0.0019,0.1526,54.5270,48.1037,50.9713,0.3897,21.5337,8.7562,1.0000,24.5298,1.0000,1.0000,28.6876,235.2435,230.0000,760.0995,2.2449,25.0467,0.2415,0.0522,23.6025,1.0000,1.0000,24.6625,14.0000,1.0000,24.2623,24.3640,0.0000,240.4359,46.3669,1.0000,247.0156,1.5744,24.1735,1.0000,233.3758,24.0816,1.0000,25.2277,1.0000,55.4924,3.1879,1.0000,21.4587,1.0000,1.0000,0.1163,2.0862,0.0000,53.2414,1.0000,0.7158,1.0000,24.3619,1.0000,1.0000,1.0000,-0.5996,47.8721,39.1731,240.1030,0.1825,27.1258,49.9133,1.0541,0.0078,554.5059,24.4981,1.0000,49.9652,1.0000,247.7562,0.0132,0.0388,20.7839,152.0146,3.0496,232.8926,1.0000,1.0000,0.1074,0.1605,0.1652,5.0289,236.2805,24.5796,228.9326,43.1966,1.0000,1.3504,219.9645,207.9276,222.1638,233.5795,227.8768,218.7045,220.2242,-3.1295
2026-04-06T06:35:00+00:00,0.0444,48.2247,24.8349,-0.0149,0.6511,54.6104,40.8422,55.6611,0.3979,19.3939,8.9409,1.0000,24.1027,1.0000,1.0000,28.8899,222.6267,230.0000,820.6829,2.6549,23.9971,0.1225,0.0476,23.6681,1.0000,1.0000,12.2416,11.0000,1.0000,24.0457,23.1577,0.0000,224.6644,43.6330,0.0000,230.0931,1.4161,23.7572,1.0000,238.1502,23.9802,1.0000,25.4948,1.0000,54.1026,3.2522,1.0000,22.9923,1.0000,1.0000,0.1308,2.0069,0.5919,23.3261,1.0000,0.8954,1.0000,23.9081,1.0000,1.0000,1.0000,0.1208,43.4715,37.4889,238.1747,0.1468,31.7354,51.1813,0.5504,0.0086,511.1452,24.2442,1.0000,50.0291,1.0000,230.4086,0.1472,0.0482,20.3663,122.8651,2.8328,221.8979,1.0000,1.0000,0.0542,0.1445,0.6430,4.9876,228.7337,25.5771,234.9258,42.3458,1.0000,1.2521,237.1812,229.0811,235.2620,218.8598,222.6179,236.3081,221.2639,0.2420
2026-04-06T06:40:00+00:00,0.0629,52.5743,18.8675,-0.0028,0.4821,54.6938,39.3483,57.6072,0.3469,19.6155,8.6260,1.0000,23.6036,1.0000,1.0000,32.3968,215.9212,230.0000,819.8684,2.5566,23.5315,0.0785,0.0605,24.1304,1.0000,1.0000,46.1038,7.0000,1.0000,23.9596,24.4335,0.0000,226.4849,45.7694,1.0000,225.6353,1.5020,23.4398,1.0000,223.8167,24.8827,1.0000,26.0484,1.0000,73.5941,1.8026,1.0000,15.2610,1.0000,1.0000,0.0282,1.0654,0.0045,37.0362,1.0000,0.8246,1.0000,23.8475,1.0000,1.0000,1.0000,0.5454,41.1801,40.2830,233.3978,0.2434,22.1531,50.1117,0.9500,0.0086,462.2201,24.3036,1.0000,50.0130,1.0000,230.0961,0.0000,0.0565,12.5642,113.7450,3.4644,233.0528,1.0000,1.0000,0.0623,0.1352,0.2967,4.9602,221.6565,24.6353,230.6832,40.4924,1.0000,0.7691,229.3309,225.7909,244.0527,233.7909,222.8495,239.4088,232.7253,-0.3543
2026-04-06T06:45:00+00:00,0.0574,52.7562,22.1999,-0.0020,0.6374,54.7772,44.2507,51.5385,0.3454,20.7852,8.4356,1.0000,25.0579,1.0000,1.0000,21.6389,231.2162,230.0000,906.9151,2.0696,23.6079,0.2327,0.0665,24.4845,1.0000,1.0000,44.3459,6.0000,1.0000,23.2451,23.0342,0.0000,225.1508,53.4910,1.0000,227.9573,0.9712,24.5027,1.0000,218.3753,24.1921,1.0000,25.8419,1.0000,65.8756,2.9280,1.0000,38.9937,1.0000,1.0000,0.1151,28.8396,0.6647,32.3003,1.0000,0.9041,1.0000,24.0527,1.0000,1.0000,1.0000,0.5966,58.6827,44.7846,231.9998,0.1659,14.7151,49.8076,1.1956,0.0111,472.5706,24.3149,1.0000,49.9731,1.0000,229.8335,0.0799,0.0561,18.0108,146.8638,3.3524,234.0026,1.0000,1.0000,0.0897,1.1142,0.4064,4.9308,230.3915,24.7398,226.3953,38.9380,1.0000,1.2831,230.3772,223.9160,225.8762,224.9966,225.7053,221.1899,221.2052,2.0411
2026-04-06T06:50:00+00:00,0.0479,58.6061,20.5389,0.0237,0.0000,54.8605,38.0113,48.7474,0.3477,18.3208,8.7895,1.0000,24.2703,1.0000,1.0000,29.6219,232.4416,230.0000,916.4493,2.4824,23.8847,0.1894,0.0404,23.5399,1.0000,1.0000,30.8952,10.0000,1.0000,23.6065,23.1690,0.0000,236.5339,45.8771,1.0000,227.2162,1.2785,24.3143,1.0000,223.0507,23.4641,1.0000,25.3317,1.0000,76.4738,1.7674,1.0000,20.9587,1.0000,1.0000,0.2222,2.2596,0.4320,39.8229,1.0000,0.6624,1.0000,23.9183,1.0000,1.0000,1.0000,1.2640,55.2922,41.8032,221.6100,0.2221,23.4227,49.8788,0.9293,0.0108,382.5394,22.8015,1.0000,49.9496,1.0000,231.3668,0.0000,0.0544,26.1498,139.7212,3.9294,224.8272,1.0000,1.0000,0.0190,0.1484,0.3150,5.0236,230.7828,25.4213,226.0890,41.5391,1.0000,1.1166,224.2528,223.1079,219.0097,222.8664,232.5569,224.4608,229.0660,1.0677
